"Measurement" "Activity" "Subject" "Mean"
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" 12 0.148017269434783
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" 13 0.0528791880659574
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" 14 0.471905155133333
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" 15 0.331150229285714
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" 16 0.114032088546809
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" 17 0.0580680522108696
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" 18 -0.241973534781818
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" 19 0.586637550769231
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" 20 0.151887747217778
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" 21 0.239895893822222
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" 22 0.155526858911111
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" 23 0.364829993351852
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" 24 -0.0231701626603636
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" 25 -0.288154787517241
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" 26 0.075101684668
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" 27 0.149816459227273
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" 28 0.188840007695652
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" 29 0.115973968158333
"fBodyAccMag-mean()" "WALKING_DOWNSTAIRS" 30 0.00410151034354839
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 1 -0.352395944716981
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 2 -0.14531853915625
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 3 -0.315866079491525
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 4 -0.276825498230769
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 5 -0.169261525
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 6 -0.0819479396203922
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 7 -0.378618761568627
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 8 -0.13026451905122
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 9 -0.372890348979592
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 10 -0.166866721574468
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 11 -0.336061027407407
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 12 -0.290005418653846
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 13 -0.367522800909091
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 14 -0.0759851813333333
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 15 -0.165242147958333
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 16 -0.370649738235294
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 17 -0.150305643291667
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 18 -0.436561064482759
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 19 -0.07962876322
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 20 -0.205009295196078
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 21 -0.257894449148936
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 22 -0.0866905123880952
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 23 -0.231382662235294
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 24 -0.322300989322034
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 25 -0.527907561538462
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 26 -0.167566383372727
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 27 -0.393928937058824
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 28 -0.213519364760784
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 29 -0.108306402963265
"fBodyAccMag-mean()" "WALKING_UPSTAIRS" 30 -0.400588353846154
"fBodyAccMag-std()" "LAYING" 1 -0.7983009404
"fBodyAccMag-std()" "LAYING" 2 -0.975121387916667
"fBodyAccMag-std()" "LAYING" 3 -0.968350217419355
"fBodyAccMag-std()" "LAYING" 4 -0.937187975962963
"fBodyAccMag-std()" "LAYING" 5 -0.962525369423077
"fBodyAccMag-std()" "LAYING" 6 -0.905373979824561
"fBodyAccMag-std()" "LAYING" 7 -0.910542462919231
"fBodyAccMag-std()" "LAYING" 8 -0.917257979425926
"fBodyAccMag-std()" "LAYING" 9 -0.921929738394
"fBodyAccMag-std()" "LAYING" 10 -0.944304974655172
"fBodyAccMag-std()" "LAYING" 11 -0.976037695614035
"fBodyAccMag-std()" "LAYING" 12 -0.942133255166667
"fBodyAccMag-std()" "LAYING" 13 -0.949431319193548
"fBodyAccMag-std()" "LAYING" 14 -0.859606047058823
"fBodyAccMag-std()" "LAYING" 15 -0.94550856
"fBodyAccMag-std()" "LAYING" 16 -0.958111895857143
"fBodyAccMag-std()" "LAYING" 17 -0.949042531690141
"fBodyAccMag-std()" "LAYING" 18 -0.987648484461539
"fBodyAccMag-std()" "LAYING" 19 -0.964056773975904
"fBodyAccMag-std()" "LAYING" 20 -0.9418940855
"fBodyAccMag-std()" "LAYING" 21 -0.944449070888889
"fBodyAccMag-std()" "LAYING" 22 -0.913267251263889
"fBodyAccMag-std()" "LAYING" 23 -0.958465695416667
"fBodyAccMag-std()" "LAYING" 24 -0.971063024027778
"fBodyAccMag-std()" "LAYING" 25 -0.651353241643836
"fBodyAccMag-std()" "LAYING" 26 -0.966576631710526
"fBodyAccMag-std()" "LAYING" 27 -0.980296339054054
"fBodyAccMag-std()" "LAYING" 28 -0.95756401875
"fBodyAccMag-std()" "LAYING" 29 -0.981599783623188
"fBodyAccMag-std()" "LAYING" 30 -0.964051810714286
"fBodyAccMag-std()" "SITTING" 1 -0.928444801702128
"fBodyAccMag-std()" "SITTING" 2 -0.955575602173913
"fBodyAccMag-std()" "SITTING" 3 -0.874626592115385
"fBodyAccMag-std()" "SITTING" 4 -0.9198157096
"fBodyAccMag-std()" "SITTING" 5 -0.925669291136364
"fBodyAccMag-std()" "SITTING" 6 -0.939547202909091
"fBodyAccMag-std()" "SITTING" 7 -0.88691563825
"fBodyAccMag-std()" "SITTING" 8 -0.93172124
"fBodyAccMag-std()" "SITTING" 9 -0.8691725114
"fBodyAccMag-std()" "SITTING" 10 -0.941511952777778
"fBodyAccMag-std()" "SITTING" 11 -0.948521986037736
"fBodyAccMag-std()" "SITTING" 12 -0.950647188823529
"fBodyAccMag-std()" "SITTING" 13 -0.938529931020408
"fBodyAccMag-std()" "SITTING" 14 -0.929193937222222
"fBodyAccMag-std()" "SITTING" 15 -0.941195938135593
"fBodyAccMag-std()" "SITTING" 16 -0.942588250115942
"fBodyAccMag-std()" "SITTING" 17 -0.9653996796875
"fBodyAccMag-std()" "SITTING" 18 -0.982226151578947
"fBodyAccMag-std()" "SITTING" 19 -0.952802277671233
"fBodyAccMag-std()" "SITTING" 20 -0.942151231515152
"fBodyAccMag-std()" "SITTING" 21 -0.974447593176471
"fBodyAccMag-std()" "SITTING" 22 -0.926798029822581
"fBodyAccMag-std()" "SITTING" 23 -0.927090118382353
"fBodyAccMag-std()" "SITTING" 24 -0.965852262058824
"fBodyAccMag-std()" "SITTING" 25 -0.961997268307692
"fBodyAccMag-std()" "SITTING" 26 -0.934587699141026
"fBodyAccMag-std()" "SITTING" 27 -0.970885296857143
"fBodyAccMag-std()" "SITTING" 28 -0.952281424444444
"fBodyAccMag-std()" "SITTING" 29 -0.971218019833333
"fBodyAccMag-std()" "SITTING" 30 -0.943543732580645
"fBodyAccMag-std()" "STANDING" 1 -0.982313804716981
"fBodyAccMag-std()" "STANDING" 2 -0.960519381481482
"fBodyAccMag-std()" "STANDING" 3 -0.921836076557377
"fBodyAccMag-std()" "STANDING" 4 -0.895340042142857
"fBodyAccMag-std()" "STANDING" 5 -0.886745170714286
"fBodyAccMag-std()" "STANDING" 6 -0.94456410754386
"fBodyAccMag-std()" "STANDING" 7 -0.93728796509434
"fBodyAccMag-std()" "STANDING" 8 -0.938628186322222
"fBodyAccMag-std()" "STANDING" 9 -0.940265546444444
"fBodyAccMag-std()" "STANDING" 10 -0.945048242954545
"fBodyAccMag-std()" "STANDING" 11 -0.981503969574468
"fBodyAccMag-std()" "STANDING" 12 -0.939741929016393
"fBodyAccMag-std()" "STANDING" 13 -0.970445378947368
"fBodyAccMag-std()" "STANDING" 14 -0.939799869833333
"fBodyAccMag-std()" "STANDING" 15 -0.950204045849057
"fBodyAccMag-std()" "STANDING" 16 -0.957173571923077
"fBodyAccMag-std()" "STANDING" 17 -0.975504840641026
"fBodyAccMag-std()" "STANDING" 18 -0.973264853561644
"fBodyAccMag-std()" "STANDING" 19 -0.964259110821918
"fBodyAccMag-std()" "STANDING" 20 -0.918651880273973
"fBodyAccMag-std()" "STANDING" 21 -0.960041844382022
"fBodyAccMag-std()" "STANDING" 22 -0.943739135238095
"fBodyAccMag-std()" "STANDING" 23 -0.955291356470588
"fBodyAccMag-std()" "STANDING" 24 -0.949522556376812
"fBodyAccMag-std()" "STANDING" 25 -0.970203660405405
"fBodyAccMag-std()" "STANDING" 26 -0.963909299324324
"fBodyAccMag-std()" "STANDING" 27 -0.967529105125
"fBodyAccMag-std()" "STANDING" 28 -0.923857158227848
"fBodyAccMag-std()" "STANDING" 29 -0.982247716
"fBodyAccMag-std()" "STANDING" 30 -0.921733233050847
"fBodyAccMag-std()" "WALKING" 1 -0.398032586842105
"fBodyAccMag-std()" "WALKING" 2 -0.577105211694915
"fBodyAccMag-std()" "WALKING" 3 -0.456373080862069
"fBodyAccMag-std()" "WALKING" 4 -0.651172628166667
"fBodyAccMag-std()" "WALKING" 5 -0.519636926071429
"fBodyAccMag-std()" "WALKING" 6 -0.421683093508772
"fBodyAccMag-std()" "WALKING" 7 -0.351706780526316
"fBodyAccMag-std()" "WALKING" 8 -0.360818978541667
"fBodyAccMag-std()" "WALKING" 9 -0.513891953269231
"fBodyAccMag-std()" "WALKING" 10 -0.370471943962264
"fBodyAccMag-std()" "WALKING" 11 -0.584455992033898
"fBodyAccMag-std()" "WALKING" 12 -0.4088962994
"fBodyAccMag-std()" "WALKING" 13 -0.438388953157895
"fBodyAccMag-std()" "WALKING" 14 -0.457490009491525
"fBodyAccMag-std()" "WALKING" 15 -0.458344792407407
"fBodyAccMag-std()" "WALKING" 16 -0.592150985098039
"fBodyAccMag-std()" "WALKING" 17 -0.565162507704918
"fBodyAccMag-std()" "WALKING" 18 -0.565563056964286
"fBodyAccMag-std()" "WALKING" 19 -0.324793406057692
"fBodyAccMag-std()" "WALKING" 20 -0.389934004313725
"fBodyAccMag-std()" "WALKING" 21 -0.438149791153846
"fBodyAccMag-std()" "WALKING" 22 -0.381399308043478
"fBodyAccMag-std()" "WALKING" 23 -0.407577515762712
"fBodyAccMag-std()" "WALKING" 24 -0.590265845517241
"fBodyAccMag-std()" "WALKING" 25 -0.632927475540541
"fBodyAccMag-std()" "WALKING" 26 -0.537183967118644
"fBodyAccMag-std()" "WALKING" 27 -0.550392604912281
"fBodyAccMag-std()" "WALKING" 28 -0.511573670555556
"fBodyAccMag-std()" "WALKING" 29 -0.393257505471698
"fBodyAccMag-std()" "WALKING" 30 -0.469852794923077
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 1 -0.186530301073469
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 2 -0.0214787881723404
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 3 -0.233849422120408
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 4 -0.263644030288889
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 5 0.0428533623276596
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 6 0.1446227570625
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 7 0.0214440976893617
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 8 -0.156141093578947
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 9 0.0888671674047619
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 10 -0.0616742840815789
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 11 -0.137123060369565
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 12 -0.105124972078261
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 13 -0.210912766382979
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 14 0.178684580868889
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 15 0.153124178119048
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 16 -0.0534137179170213
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 17 -0.0618876767130435
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 18 -0.344299434181818
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 19 0.0828630624102564
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 20 0.000242174637777778
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 21 0.0791271386644444
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 22 -0.0575202606055556
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 23 -0.0453930349148148
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 24 -0.175291708678182
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 25 -0.359437080103448
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 26 0.005749436614
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 27 -0.071212004425
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 28 -0.074058597676087
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 29 -0.0330868111229167
"fBodyAccMag-std()" "WALKING_DOWNSTAIRS" 30 -0.178535173268548
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 1 -0.416260101509434
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 2 -0.36672824375
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 3 -0.447994369152542
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 4 -0.301005898461538
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 5 -0.254091927148936
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 6 -0.222161433666667
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 7 -0.415307106666667
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 8 -0.409282851707317
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 9 -0.509929461428571
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 10 -0.361437534680851
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 11 -0.376027878888889
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 12 -0.395285130961538
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 13 -0.409065516363636
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 14 -0.143253889222222
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 15 -0.255659340833333
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 16 -0.418924256078431
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 17 -0.217393170604167
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 18 -0.436218933448276
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 19 -0.368253499
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 20 -0.320241012294118
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 21 -0.403357611702128
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 22 -0.334126221428571
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 23 -0.410047643333333
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 24 -0.406283377627119
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 25 -0.536120293230769
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 26 -0.274226227272727
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 27 -0.468707734509804
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 28 -0.334626168823529
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 29 -0.155993755897959
"fBodyAccMag-std()" "WALKING_UPSTAIRS" 30 -0.394508080769231
"fBodyBodyAccJerkMag-mean()" "LAYING" 1 -0.9333003608
"fBodyBodyAccJerkMag-mean()" "LAYING" 2 -0.985374114791667
"fBodyBodyAccJerkMag-mean()" "LAYING" 3 -0.975949597903226
"fBodyBodyAccJerkMag-mean()" "LAYING" 4 -0.96228712537037
"fBodyBodyAccJerkMag-mean()" "LAYING" 5 -0.977356379807692
"fBodyBodyAccJerkMag-mean()" "LAYING" 6 -0.948655471052632
"fBodyBodyAccJerkMag-mean()" "LAYING" 7 -0.968066259230769
"fBodyBodyAccJerkMag-mean()" "LAYING" 8 -0.961792852407407
"fBodyBodyAccJerkMag-mean()" "LAYING" 9 -0.9543205856
"fBodyBodyAccJerkMag-mean()" "LAYING" 10 -0.968561121551724
"fBodyBodyAccJerkMag-mean()" "LAYING" 11 -0.976940774561403
"fBodyBodyAccJerkMag-mean()" "LAYING" 12 -0.962448418666667
"fBodyBodyAccJerkMag-mean()" "LAYING" 13 -0.980754385967742
"fBodyBodyAccJerkMag-mean()" "LAYING" 14 -0.96798859627451
"fBodyBodyAccJerkMag-mean()" "LAYING" 15 -0.973681222777778
"fBodyBodyAccJerkMag-mean()" "LAYING" 16 -0.987514525142857
"fBodyBodyAccJerkMag-mean()" "LAYING" 17 -0.979687318732394
"fBodyBodyAccJerkMag-mean()" "LAYING" 18 -0.988548418307692
"fBodyBodyAccJerkMag-mean()" "LAYING" 19 -0.980621564096386
"fBodyBodyAccJerkMag-mean()" "LAYING" 20 -0.979695458088235
"fBodyBodyAccJerkMag-mean()" "LAYING" 21 -0.978444123888889
"fBodyBodyAccJerkMag-mean()" "LAYING" 22 -0.962654791527778
"fBodyBodyAccJerkMag-mean()" "LAYING" 23 -0.985905703888889
"fBodyBodyAccJerkMag-mean()" "LAYING" 24 -0.983108084305556
"fBodyBodyAccJerkMag-mean()" "LAYING" 25 -0.96008314739726
"fBodyBodyAccJerkMag-mean()" "LAYING" 26 -0.989138184473684
"fBodyBodyAccJerkMag-mean()" "LAYING" 27 -0.988098902567568
"fBodyBodyAccJerkMag-mean()" "LAYING" 28 -0.9734362485
"fBodyBodyAccJerkMag-mean()" "LAYING" 29 -0.993998275797101
"fBodyBodyAccJerkMag-mean()" "LAYING" 30 -0.969949269571429
"fBodyBodyAccJerkMag-mean()" "SITTING" 1 -0.985262126808511
"fBodyBodyAccJerkMag-mean()" "SITTING" 2 -0.983874698913043
"fBodyBodyAccJerkMag-mean()" "SITTING" 3 -0.965888891730769
"fBodyBodyAccJerkMag-mean()" "SITTING" 4 -0.9625007338
"fBodyBodyAccJerkMag-mean()" "SITTING" 5 -0.964440302272727
"fBodyBodyAccJerkMag-mean()" "SITTING" 6 -0.948348653636364
"fBodyBodyAccJerkMag-mean()" "SITTING" 7 -0.970954184166667
"fBodyBodyAccJerkMag-mean()" "SITTING" 8 -0.980932292391304
"fBodyBodyAccJerkMag-mean()" "SITTING" 9 -0.9530504408
"fBodyBodyAccJerkMag-mean()" "SITTING" 10 -0.985900801111111
"fBodyBodyAccJerkMag-mean()" "SITTING" 11 -0.975315331509434
"fBodyBodyAccJerkMag-mean()" "SITTING" 12 -0.971715268627451
"fBodyBodyAccJerkMag-mean()" "SITTING" 13 -0.988348535306122
"fBodyBodyAccJerkMag-mean()" "SITTING" 14 -0.972985342962963
"fBodyBodyAccJerkMag-mean()" "SITTING" 15 -0.984689437118644
"fBodyBodyAccJerkMag-mean()" "SITTING" 16 -0.983968635942029
"fBodyBodyAccJerkMag-mean()" "SITTING" 17 -0.99142725046875
"fBodyBodyAccJerkMag-mean()" "SITTING" 18 -0.990407075964912
"fBodyBodyAccJerkMag-mean()" "SITTING" 19 -0.983751646712329
"fBodyBodyAccJerkMag-mean()" "SITTING" 20 -0.971730462575758
"fBodyBodyAccJerkMag-mean()" "SITTING" 21 -0.985342358705882
"fBodyBodyAccJerkMag-mean()" "SITTING" 22 -0.968908297096774
"fBodyBodyAccJerkMag-mean()" "SITTING" 23 -0.974121466764706
"fBodyBodyAccJerkMag-mean()" "SITTING" 24 -0.984469962941177
"fBodyBodyAccJerkMag-mean()" "SITTING" 25 -0.987941825538462
"fBodyBodyAccJerkMag-mean()" "SITTING" 26 -0.989481942820513
"fBodyBodyAccJerkMag-mean()" "SITTING" 27 -0.988773269428571
"fBodyBodyAccJerkMag-mean()" "SITTING" 28 -0.969178686666667
"fBodyBodyAccJerkMag-mean()" "SITTING" 29 -0.990093703833333
"fBodyBodyAccJerkMag-mean()" "SITTING" 30 -0.985826330967742
"fBodyBodyAccJerkMag-mean()" "STANDING" 1 -0.99254247754717
"fBodyBodyAccJerkMag-mean()" "STANDING" 2 -0.977065295555556
"fBodyBodyAccJerkMag-mean()" "STANDING" 3 -0.948627467704918
"fBodyBodyAccJerkMag-mean()" "STANDING" 4 -0.956139283571429
"fBodyBodyAccJerkMag-mean()" "STANDING" 5 -0.941825903035714
"fBodyBodyAccJerkMag-mean()" "STANDING" 6 -0.955914005438597
"fBodyBodyAccJerkMag-mean()" "STANDING" 7 -0.967417888301887
"fBodyBodyAccJerkMag-mean()" "STANDING" 8 -0.979745872037037
"fBodyBodyAccJerkMag-mean()" "STANDING" 9 -0.963242884
"fBodyBodyAccJerkMag-mean()" "STANDING" 10 -0.951633690454545
"fBodyBodyAccJerkMag-mean()" "STANDING" 11 -0.988636595319149
"fBodyBodyAccJerkMag-mean()" "STANDING" 12 -0.960859009508197
"fBodyBodyAccJerkMag-mean()" "STANDING" 13 -0.981977536491228
"fBodyBodyAccJerkMag-mean()" "STANDING" 14 -0.970214125833333
"fBodyBodyAccJerkMag-mean()" "STANDING" 15 -0.979078785660377
"fBodyBodyAccJerkMag-mean()" "STANDING" 16 -0.986502687948718
"fBodyBodyAccJerkMag-mean()" "STANDING" 17 -0.990162798846154
"fBodyBodyAccJerkMag-mean()" "STANDING" 18 -0.984987073150685
"fBodyBodyAccJerkMag-mean()" "STANDING" 19 -0.979135412739726
"fBodyBodyAccJerkMag-mean()" "STANDING" 20 -0.940007897123288
"fBodyBodyAccJerkMag-mean()" "STANDING" 21 -0.970634296404494
"fBodyBodyAccJerkMag-mean()" "STANDING" 22 -0.959743877936508
"fBodyBodyAccJerkMag-mean()" "STANDING" 23 -0.973798155735294
"fBodyBodyAccJerkMag-mean()" "STANDING" 24 -0.972251355217391
"fBodyBodyAccJerkMag-mean()" "STANDING" 25 -0.982294170810811
"fBodyBodyAccJerkMag-mean()" "STANDING" 26 -0.98287688945946
"fBodyBodyAccJerkMag-mean()" "STANDING" 27 -0.984151646
"fBodyBodyAccJerkMag-mean()" "STANDING" 28 -0.952727765189873
"fBodyBodyAccJerkMag-mean()" "STANDING" 29 -0.989793892615385
"fBodyBodyAccJerkMag-mean()" "STANDING" 30 -0.953357615932203
"fBodyBodyAccJerkMag-mean()" "WALKING" 1 -0.0571194000343158
"fBodyBodyAccJerkMag-mean()" "WALKING" 2 -0.169064352813559
"fBodyBodyAccJerkMag-mean()" "WALKING" 3 -0.186764516965517
"fBodyBodyAccJerkMag-mean()" "WALKING" 4 -0.318587811
"fBodyBodyAccJerkMag-mean()" "WALKING" 5 -0.269481661080357
"fBodyBodyAccJerkMag-mean()" "WALKING" 6 -0.055401423331579
"fBodyBodyAccJerkMag-mean()" "WALKING" 7 -0.0384187298547368
"fBodyBodyAccJerkMag-mean()" "WALKING" 8 -0.123834409766667
"fBodyBodyAccJerkMag-mean()" "WALKING" 9 -0.316870715576923
"fBodyBodyAccJerkMag-mean()" "WALKING" 10 0.0205189516981132
"fBodyBodyAccJerkMag-mean()" "WALKING" 11 -0.395116134237288
"fBodyBodyAccJerkMag-mean()" "WALKING" 12 -0.029912425338
"fBodyBodyAccJerkMag-mean()" "WALKING" 13 -0.15211150075614
"fBodyBodyAccJerkMag-mean()" "WALKING" 14 -0.431591453389831
"fBodyBodyAccJerkMag-mean()" "WALKING" 15 -0.289753952407407
"fBodyBodyAccJerkMag-mean()" "WALKING" 16 -0.378278490588235
"fBodyBodyAccJerkMag-mean()" "WALKING" 17 -0.335938891803279
"fBodyBodyAccJerkMag-mean()" "WALKING" 18 -0.41403775125
"fBodyBodyAccJerkMag-mean()" "WALKING" 19 0.0730179928688462
"fBodyBodyAccJerkMag-mean()" "WALKING" 20 0.0545269493972549
"fBodyBodyAccJerkMag-mean()" "WALKING" 21 -0.144009889665385
"fBodyBodyAccJerkMag-mean()" "WALKING" 22 0.0659727285
"fBodyBodyAccJerkMag-mean()" "WALKING" 23 -0.0180705701559322
"fBodyBodyAccJerkMag-mean()" "WALKING" 24 -0.418641046896552
"fBodyBodyAccJerkMag-mean()" "WALKING" 25 -0.564591342162162
"fBodyBodyAccJerkMag-mean()" "WALKING" 26 -0.293358341186441
"fBodyBodyAccJerkMag-mean()" "WALKING" 27 -0.259934013157895
"fBodyBodyAccJerkMag-mean()" "WALKING" 28 -0.360811456296296
"fBodyBodyAccJerkMag-mean()" "WALKING" 29 -0.108978206490566
"fBodyBodyAccJerkMag-mean()" "WALKING" 30 -0.347180134692308
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 1 0.0262184949326531
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 2 0.222247409576596
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 3 -0.049477977322449
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 4 -0.175295286557778
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 5 0.00918394264170213
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 6 0.243834258785417
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 7 0.067389886106383
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 8 0.331528459921053
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 9 0.00716877883571429
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 10 0.156978047052632
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 11 -0.097454996626087
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 12 0.0769968373
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 13 -0.0282156656914894
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 14 0.186223478065556
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 15 0.158413334683333
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 16 -0.0745659082223404
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 17 -0.188680399771739
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 18 -0.3833987134
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 19 0.538404846128205
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 20 0.0137917152644444
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 21 0.112442619741778
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 22 0.0224783539805556
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 23 0.335009724333333
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 24 -0.200830137109091
"fBodyBodyAccJerkMag-mean()" "WALKING_DOWNSTAIRS" 25 -0.471642111551724
